departure_city,destination_city,departure_airport,arrival_airport,destination_country_code,price,duration_minutes,flights_per_day,flights_per_week,first_flight,last_flight
Torino,Alicante,TRN,ALC,ES,30,120,0-1 flights,1,5/1/2023,10/15/2026
Madrid,Alicante,MAD,ALC,ES,30,70,4-5 flights,32,0,4/7/2027
Santander,Alicante,SDR,ALC,ES,30,85,0-1 flights,1,3/31/2024,4/6/2026
Bergamo,Alicante,BGY,ALC,ES,30,130,0-1 flights,5,0,4/9/2027
Zagreb,Alicante,ZAG,ALC,ES,30,163,0-1 flights,2,4/2/2024,11/6/2026
Tenerife,Alicante,TFN,ALC,ES,30,170,0-1 flights,6,9/15/2018,4/8/2027
Barcelona,Alicante,BCN,ALC,ES,30,70,5-7 flights,40,3/6/2018,4/9/2027
Cardiff,Alicante,CWL,ALC,ES,30,145,0-1 flights,6,3/28/2023,4/9/2027
Lisbon,Alicante,LIS,ALC,ES,30,100,1-2 flights,8,10/25/2020,11/5/2026
Bordeaux,Alicante,BOD,ALC,ES,30,85,0-1 flights,2,4/8/2018,10/15/2026
Bilbao,Alicante,BIO,ALC,ES,30,80,2 flights,14,4/13/2019,4/9/2027
London,Alicante,LTN,ALC,ES,30,155,3-4 flights,27,10/30/2018,4/9/2027
Frankfurt,Alicante,FRA,ALC,ES,40,150,0-1 flights,6,3/25/2018,10/15/2026
Treviso,Alicante,TSF,ALC,ES,40,135,0-1 flights,3,0,11/5/2026
Manchester,Alicante,MAN,ALC,ES,40,170,7-9 flights,53,5/19/2018,4/9/2027
Sandefjord,Alicante,TRF,ALC,ES,40,220,0-2 flights,5,9/1/2020,4/7/2027
Karlsruhe/Baden-Baden,Alicante,FKB,ALC,ES,40,145,0-2 flights,7,0,11/6/2026
Bristol,Alicante,BRS,ALC,ES,40,150,4-6 flights,33,4/1/2022,4/9/2027
Bologna,Alicante,BLQ,ALC,ES,40,140,0-1 flights,4,3/27/2018,4/15/2026
London,Alicante,STN,ALC,ES,40,160,4-5 flights,33,4/9/2018,4/9/2027
Liverpool,Alicante,LPL,ALC,ES,40,165,2-5 flights,25,12/16/2021,4/9/2027
Nice,Alicante,NCE,ALC,ES,40,105,0-1 flights,2,4/5/2024,4/8/2027
Hahn,Alicante,HHN,ALC,ES,40,160,0-1 flights,3,11/2/2022,11/6/2026
Warsaw,Alicante,WAW,ALC,ES,40,210,1-2 flights,13,3/31/2018,11/6/2026
Arrecife,Alicante,ACE,ALC,ES,40,145,0-1 flights,2,8/1/2020,9/15/2026
London,Alicante,LGW,ALC,ES,40,155,6-8 flights,45,7/31/2020,4/9/2027
Beauvais,Alicante,BVA,ALC,ES,40,140,0-1 flights,4,0,11/6/2026
Gothenborg,Alicante,GOT,ALC,ES,40,215,1-4 flights,15,3/25/2018,4/6/2027
Luxemburg,Alicante,LUX,ALC,ES,40,150,0-1 flights,1,4/4/2018,9/15/2026
Memmingen,Alicante,FMM,ALC,ES,50,145,0-1 flights,5,0,11/6/2026
Budapest,Alicante,BUD,ALC,ES,50,185,1-3 flights,12,10/29/2023,11/6/2026
Aviles,Alicante,OVD,ALC,ES,50,90,0-2 flights,7,1/25/2020,10/15/2026
Salzburg,Alicante,SZG,ALC,ES,50,160,0-1 flights,2,3/31/2025,10/15/2026
Oslo,Alicante,OSL,ALC,ES,50,230,3-5 flights,26,3/28/2023,4/9/2027
Bari,Alicante,BRI,ALC,ES,50,160,0-1 flights,1,3/27/2023,10/15/2026
Geneva,Alicante,GVA,ALC,ES,50,120,1 flight,7,6/23/2019,4/9/2027
East Midlands,Alicante,EMA,ALC,ES,50,165,2-4 flights,20,0,4/9/2027
Birmingham,Alicante,BHX,ALC,ES,50,160,2-4 flights,22,12/6/2018,4/9/2027
Nuernberg,Alicante,NUE,ALC,ES,50,160,0-1 flights,4,3/25/2018,11/5/2026
Belfast,Alicante,BFS,ALC,ES,50,180,2-3 flights,20,9/15/2018,4/9/2027
Prestwick,Alicante,PIK,ALC,ES,50,185,0-2 flights,5,0,4/8/2027
Munster,Alicante,FMO,ALC,ES,50,170,0-1 flights,2,3/31/2024,11/3/2026
Paderborn,Alicante,PAD,ALC,ES,50,170,0-1 flights,2,0,11/5/2026
Sofia,Alicante,SOF,ALC,ES,50,200,0-1 flights,2,3/31/2020,11/6/2026
Exeter,Alicante,EXT,ALC,ES,50,150,0-1 flights,2,10/29/2019,11/6/2026
Gran Canaria,Alicante,LPA,ALC,ES,50,170,0-1 flights,5,12/21/2019,4/7/2027
Leeds,Alicante,LBA,ALC,ES,50,175,3-5 flights,28,3/27/2022,4/9/2027
Stockholm,Alicante,ARN,ALC,ES,60,245,4-7 flights,31,3/30/2022,4/8/2027
Glasgow,Alicante,GLA,ALC,ES,60,190,1-3 flights,14,3/30/2018,4/9/2027
Aberdeen,Alicante,ABZ,ALC,ES,60,190,0-1 flights,3,9/18/2023,10/15/2026
Charleroi,Alicante,CRL,ALC,ES,60,155,2-3 flights,18,7/22/2020,4/9/2027
Zurich,Alicante,ZRH,ALC,ES,60,135,1 flight,7,3/17/2018,4/6/2027
Haugesund,Alicante,HAU,ALC,ES,60,210,0-1 flights,1,3/27/2018,4/9/2027
Vienna,Alicante,VIE,ALC,ES,60,175,0-2 flights,5,7/2/2018,11/6/2026
Gdansk,Alicante,GDN,ALC,ES,60,215,0-2 flights,7,3/25/2018,11/6/2026
Paris,Alicante,ORY,ALC,ES,60,130,2-4 flights,22,4/15/2018,4/9/2027
Warsaw,Alicante,WMI,ALC,ES,60,210,0-1 flights,3,0,4/9/2027
Hamburg,Alicante,HAM,ALC,ES,60,190,0-2 flights,4,3/29/2020,11/4/2026
Connaught,Alicante,NOC,ALC,ES,60,165,0-1 flights,2,6/2/2018,10/15/2026
Linz,Alicante,LNZ,ALC,ES,60,160,0-1 flights,2,4/1/2025,10/15/2026
Newcastle,Alicante,NCL,ALC,ES,60,180,2-4 flights,21,3/28/2021,4/9/2027
Cologne,Alicante,CGN,ALC,ES,60,155,1-2 flights,12,9/16/2022,11/6/2026
Krakow,Alicante,KRK,ALC,ES,60,195,1-2 flights,10,0,11/6/2026
Berlin,Alicante,BER,ALC,ES,60,190,0-1 flights,6,2/5/2021,11/6/2026
Mulhouse,Alicante,BSL,ALC,ES,60,140,1 flight,7,0,4/8/2027
Poznan,Alicante,POZ,ALC,ES,60,195,0-2 flights,6,0,11/6/2026
Dublin,Alicante,DUB,ALC,ES,60,175,2-4 flights,22,12/14/2019,4/9/2027
Brussels,Alicante,BRU,ALC,ES,60,150,4-6 flights,33,3/30/2020,4/7/2027
Edinburgh,Alicante,EDI,ALC,ES,60,195,0-3 flights,15,3/30/2022,4/9/2027
Duesseldorf,Alicante,DUS,ALC,ES,70,160,1-2 flights,9,10/30/2018,10/15/2026
Wroclaw,Alicante,WRO,ALC,ES,70,190,0-1 flights,5,3/25/2018,11/6/2026
Alesund,Alicante,AES,ALC,ES,70,235,0-1 flights,1,9/15/2018,4/9/2027
Weeze,Alicante,NRN,ALC,ES,70,160,0-2 flights,7,0,4/9/2027
Southend,Alicante,SEN,ALC,ES,70,150,0-1 flights,5,4/2/2019,4/7/2027
Bucharest,Alicante,OTP,ALC,ES,70,230,0-1 flights,3,6/18/2018,11/4/2026
Eindhoven,Alicante,EIN,ALC,ES,70,150,2-3 flights,20,0,4/9/2027
Cluj-napoca,Alicante,CLJ,ALC,ES,70,215,0-1 flights,2,3/25/2018,10/15/2026
Bremen,Alicante,BRE,ALC,ES,80,180,0-1 flights,4,0,11/6/2026
Southampton,Alicante,SOU,ALC,ES,80,140,0-1 flights,2,4/30/2022,4/3/2027
Amsterdam,Alicante,AMS,ALC,ES,80,160,5-7 flights,41,10/15/2024,4/9/2027
Kaunas,Alicante,KUN,ALC,ES,80,235,0-1 flights,4,0,11/5/2026
Aarhus,Alicante,AAR,ALC,ES,80,200,0-1 flights,1,6/30/2020,10/15/2026
Cork,Alicante,ORK,ALC,ES,80,155,0-2 flights,6,5/3/2018,11/5/2026
Katowice,Alicante,KTW,ALC,ES,80,200,0-2 flights,6,10/31/2023,11/6/2026
Munich,Alicante,MUC,ALC,ES,80,155,0-2 flights,6,5/3/2018,10/15/2026
Helsinki,Alicante,HEL,ALC,ES,90,265,1-2 flights,10,3/25/2018,4/9/2027
Naples,Alicante,NAP,ALC,ES,90,140,0-1 flights,2,4/4/2020,11/6/2026
Bergen,Alicante,BGO,ALC,ES,90,220,1-2 flights,8,12/23/2017,4/9/2027
Belgrade,Alicante,BEG,ALC,ES,90,185,0-1 flights,3,6/3/2025,9/15/2026
Lille,Alicante,LIL,ALC,ES,90,145,0-1 flights,2,5/1/2024,4/9/2027
Stavanger,Alicante,SVG,ALC,ES,90,205,0-1 flights,3,12/23/2017,4/9/2027
Aalborg,Alicante,AAL,ALC,ES,90,195,0-1 flights,2,3/25/2018,10/15/2026
Stuttgart,Alicante,STR,ALC,ES,90,150,0-1 flights,2,3/27/2018,10/15/2026
Rotterdam,Alicante,RTM,ALC,ES,100,150,1-2 flights,13,0,11/6/2026
Stockholm,Alicante,NYO,ALC,ES,100,225,0-1 flights,1,3/14/2020,4/9/2027
Riga,Alicante,RIX,ALC,ES,100,255,0-2 flights,5,2/27/2024,10/15/2026
Maastricht,Alicante,MST,ALC,ES,100,160,0-1 flights,1,3/16/2023,11/5/2026
Prague,Alicante,PRG,ALC,ES,110,180,0-1 flights,2,3/6/2022,4/8/2027
Shannon,Alicante,SNN,ALC,ES,110,170,0-1 flights,5,3/27/2018,11/5/2026
Antwerp,Alicante,ANR,ALC,ES,120,165,0-2 flights,7,9/15/2022,4/4/2027
Kerry,Alicante,KIR,ALC,ES,120,155,0-1 flights,3,3/26/2018,10/15/2026
Ostend,Alicante,OST,ALC,ES,120,165,1-2 flights,8,12/16/2023,4/4/2027
Trondheim,Alicante,TRD,ALC,ES,130,255,0-1 flights,2,3/17/2018,4/9/2027
Chisinau,Alicante,RMO,ALC,ES,170,235,0-1 flights,4,5/19/2025,10/15/2026
Keflavik,Alicante,KEF,ALC,ES,200,275,0-2 flights,7,4/2/2019,4/5/2027
Kristiansand,Alicante,KRS,ALC,ES,200,205,0-1 flights,1,3/24/2018,10/15/2026
Liege,Alicante,LGG,ALC,ES,220,165,0-1 flights,2,0,4/3/2027
Athens,Alicante,ATH,ALC,ES,280,210,0-1 flights,2,3/31/2025,8/17/2026
Kutaisi,Almaty,KUT,ALA,KZ,190,230,0-1 flights,2,6/4/2023,10/15/2026
Ankara,Almaty,ESB,ALA,KZ,190,290,0-1 flights,4,8/3/2024,9/15/2026
Baku,Almaty,GYD,ALA,KZ,210,195,0-1 flights,5,12/14/2019,10/15/2026
Istanbul,Almaty,IST,ALA,KZ,250,325,3-6 flights,30,2/28/2025,10/15/2026
Istanbul,Almaty,SAW,ALA,KZ,250,325,0-1 flights,5,3/28/2022,3/28/2026
Antalya,Almaty,AYT,ALA,KZ,270,325,0-2 flights,5,5/7/2018,10/15/2026
Tbilisi,Almaty,TBS,ALA,KZ,310,230,1-2 flights,10,0,9/15/2026
Milano,Almaty,MXP,ALA,KZ,520,425,0-1 flights,1,0,4/8/2027
Frankfurt,Almaty,FRA,ALA,KZ,540,425,0-2 flights,6,12/13/2024,10/15/2026
London,Almaty,LHR,ALA,KZ,620,500,0-1 flights,3,11/3/2022,11/5/2026
London,Almeria,STN,LEI,ES,40,175,0-1 flights,4,3/26/2018,4/15/2026
Barcelona,Almeria,BCN,LEI,ES,50,85,0-2 flights,6,3/1/2019,4/4/2027
Manchester,Almeria,MAN,LEI,ES,50,190,0-2 flights,5,4/29/2018,10/15/2026
London,Almeria,LGW,LEI,ES,60,170,0-1 flights,4,5/5/2018,4/9/2027
Sevilla,Almeria,SVQ,LEI,ES,60,75,0-2 flights,11,0,10/15/2026
Madrid,Almeria,MAD,LEI,ES,70,75,2-4 flights,21,0,11/1/2026
Bristol,Almeria,BRS,LEI,ES,70,155,0-1 flights,3,5/5/2018,10/15/2026
Charleroi,Almeria,CRL,LEI,ES,70,160,0-1 flights,3,3/26/2018,10/15/2026
Brussels,Almeria,BRU,LEI,ES,70,180,0-1 flights,1,2/11/2018,11/2/2026
Southend,Almeria,SEN,LEI,ES,90,165,0-1 flights,2,4/1/2025,4/5/2027
Luxemburg,Almeria,LUX,LEI,ES,120,160,0-1 flights,1,3/31/2018,9/15/2026
Palma de Mallorca,Almeria,PMI,LEI,ES,120,90,0-1 flights,2,6/17/2018,11/3/2026
Birmingham,Almeria,BHX,LEI,ES,120,180,0-1 flights,2,4/29/2018,10/15/2026
London,Almeria,LTN,LEI,ES,150,175,0-1 flights,2,3/30/2025,9/16/2026
Rotterdam,Almeria,RTM,LEI,ES,160,165,0-1 flights,3,4/7/2018,11/6/2026
Leeds,Almeria,LBA,LEI,ES,170,195,0-1 flights,1,5/3/2018,10/15/2026
Gran Canaria,Almeria,LPA,LEI,ES,310,140,0-1 flights,2,4/1/2025,10/15/2026
Tromso,Alta,TOS,ALF,NO,80,40,1-6 flights,34,3/25/2018,4/3/2027
Oslo,Alta,OSL,ALF,NO,110,120,1-2 flights,13,0,4/4/2027
Frankfurt,Alta,FRA,ALF,NO,560,215,0-1 flights,1,12/19/2024,4/12/2026
Vienna,Altenrhein,VIE,ACH,CH,260,60,0-2 flights,10,10/20/2020,11/4/2026
Paphos,Amman,PFO,AMM,JO,20,70,0-1 flights,4,8/1/2020,4/10/2027
Pisa,Amman,PSA,AMM,JO,30,180,0-1 flights,2,10/31/2023,4/15/2026
Beauvais,Amman,BVA,AMM,JO,30,250,0-1 flights,2,10/30/2022,11/4/2026
Treviso,Amman,TSF,AMM,JO,30,175,0-1 flights,2,10/30/2023,4/9/2026
Vienna,Amman,VIE,AMM,JO,30,215,0-2 flights,8,10/30/2018,4/6/2027
Marseille,Amman,MRS,AMM,JO,30,245,0-1 flights,2,10/30/2023,10/15/2026
Poznan,Amman,POZ,AMM,JO,40,190,0-1 flights,2,10/29/2024,10/15/2026
Bergamo,Amman,BGY,AMM,JO,40,205,0-1 flights,3,10/30/2018,11/6/2026
Bucharest,Amman,OTP,AMM,JO,40,160,0-2 flights,4,10/30/2018,11/3/2026
Rome,Amman,CIA,AMM,JO,40,188,0-1 flights,2,10/29/2024,11/6/2026
Krakow,Amman,KRK,AMM,JO,40,200,0-1 flights,2,10/29/2018,11/3/2026
Budapest,Amman,BUD,AMM,JO,40,208,0-1 flights,2,10/28/2018,11/2/2026
Prague,Amman,PRG,AMM,JO,40,185,0-1 flights,2,10/30/2018,11/6/2026
Madrid,Amman,MAD,AMM,JO,50,310,0-2 flights,6,4/4/2024,11/1/2027
Charleroi,Amman,CRL,AMM,JO,50,253,0-1 flights,2,11/1/2023,11/6/2026
Bologna,Amman,BLQ,AMM,JO,50,155,0-1 flights,2,10/29/2018,11/6/2026
Rome,Amman,FCO,AMM,JO,50,220,1 flight,7,3/25/2018,11/1/2027
Brussels,Amman,BRU,AMM,JO,50,285,0-1 flights,3,10/28/2018,10/30/2027
Milano,Amman,MXP,AMM,JO,60,250,0-1 flights,4,7/30/2020,4/6/2027
Memmingen,Amman,FMM,AMM,JO,70,175,0-1 flights,2,10/29/2019,11/5/2026
London,Amman,LTN,AMM,JO,80,310,0-1 flights,3,8/25/2024,10/31/2026
Ankara,Amman,ESB,AMM,JO,130,150,1 flight,7,10/1/2022,9/15/2026
Barcelona,Amman,BCN,AMM,JO,130,275,0-1 flights,2,12/3/2022,10/30/2027
Amsterdam,Amman,AMS,AMM,JO,140,295,0-1 flights,4,10/1/2019,11/4/2027
Antalya,Amman,AYT,AMM,JO,190,125,1-3 flights,12,6/3/2019,10/15/2026
Larnaca,Amman,LCA,AMM,JO,200,80,0-2 flights,6,0,11/2/2027
Athens,Amman,ATH,AMM,JO,210,145,0-2 flights,8,9/1/2020,11/4/2027
Trabzon,Amman,TZX,AMM,JO,230,120,0-2 flights,4,3/29/2020,10/15/2026
London,Amman,STN,AMM,JO,240,310,0-1 flights,6,3/3/2024,10/30/2027
Istanbul,Amman,IST,AMM,JO,250,150,7-10 flights,61,0,11/6/2026
Istanbul,Amman,SAW,AMM,JO,250,165,1 flight,7,0,3/28/2026
Lyon,Amman,LYS,AMM,JO,270,260,0-1 flights,2,9/14/2022,4/6/2027
Paris,Amman,CDG,AMM,JO,330,295,1 flight,7,0,11/3/2027
Geneva,Amman,GVA,AMM,JO,340,270,0-1 flights,3,3/30/2022,11/5/2027
Zurich,Amman,ZRH,AMM,JO,350,260,0-1 flights,3,12/21/2018,4/3/2027
London,Amman,LHR,AMM,JO,360,310,2 flights,14,8/1/2020,10/30/2027
Berlin,Amman,BER,AMM,JO,390,265,0-1 flights,4,10/3/2022,11/2/2027
Stockholm,Amman,ARN,AMM,JO,400,310,0-2 flights,3,3/27/2023,4/5/2027
Frankfurt,Amman,FRA,AMM,JO,400,270,2-3 flights,15,3/13/2020,11/5/2027
Duesseldorf,Amman,DUS,AMM,JO,420,295,0-1 flights,4,9/23/2023,11/2/2027
Manchester,Amman,MAN,AMM,JO,480,340,0-1 flights,3,3/6/2024,10/31/2027
Tbilisi,Amman,TBS,AMM,JO,540,135,0-1 flights,2,0,9/15/2026
London,Amritsar,LGW,ATQ,IN,530,495,0-1 flights,3,10/26/2025,4/7/2027
Birmingham,Amritsar,BHX,ATQ,IN,550,543,0-1 flights,3,0,4/3/2027
Dublin,Amsterdam,DUB,AMS,NL,30,100,12-14 flights,95,0,4/9/2027
Copenhagen,Amsterdam,CPH,AMS,NL,40,90,10-13 flights,80,0,4/9/2027
London,Amsterdam,LGW,AMS,NL,60,75,4-7 flights,38,8/1/2020,4/9/2027
Mulhouse,Amsterdam,BSL,AMS,NL,60,90,4-5 flights,34,0,4/9/2027
Geneva,Amsterdam,GVA,AMS,NL,60,100,6-8 flights,50,0,4/9/2027
Malaga,Amsterdam,AGP,AMS,NL,60,185,6-9 flights,52,9/11/2020,4/9/2027
Liverpool,Amsterdam,LPL,AMS,NL,60,80,0-1 flights,6,0,4/9/2027
Manchester,Amsterdam,MAN,AMS,NL,60,80,8-12 flights,75,0,4/9/2027
Bristol,Amsterdam,BRS,AMS,NL,60,80,5-7 flights,44,0,4/9/2027
Cork,Amsterdam,ORK,AMS,NL,60,105,3 flights,21,3/30/2020,4/4/2027
Berlin,Amsterdam,BER,AMS,NL,60,85,6 flights,42,10/25/2020,4/9/2027
Glasgow,Amsterdam,GLA,AMS,NL,60,95,3-5 flights,31,0,4/8/2027
Milano,Amsterdam,MXP,AMS,NL,60,115,1-2 flights,13,7/27/2019,4/9/2027
Venice,Amsterdam,VCE,AMS,NL,60,120,3-4 flights,25,6/13/2025,4/9/2027
Dubrovnik,Amsterdam,DBV,AMS,NL,70,150,0-2 flights,6,3/25/2018,4/7/2027
Nice,Amsterdam,NCE,AMS,NL,70,125,5-6 flights,36,2/2/2023,4/9/2027
Alicante,Amsterdam,ALC,AMS,NL,70,165,3-5 flights,31,10/15/2024,4/9/2027
London,Amsterdam,LTN,AMS,NL,70,70,2-5 flights,26,0,4/9/2027
Birmingham,Amsterdam,BHX,AMS,NL,70,75,6-8 flights,50,12/17/2021,4/9/2027
Hamburg,Amsterdam,HAM,AMS,NL,70,65,5 flights,35,0,4/9/2027
Southend,Amsterdam,SEN,AMS,NL,70,65,0-1 flights,5,3/28/2021,4/7/2027
Milan,Amsterdam,LIN,AMS,NL,70,110,9-11 flights,73,6/15/2019,4/9/2027
Barcelona,Amsterdam,BCN,AMS,NL,70,150,14-17 flights,108,0,4/9/2027
Bucharest,Amsterdam,OTP,AMS,NL,70,180,5 flights,35,0,4/3/2027
Edinburgh,Amsterdam,EDI,AMS,NL,70,90,6-8 flights,52,0,4/9/2027
Paris,Amsterdam,ORY,AMS,NL,70,90,0-1 flights,6,6/15/2019,10/15/2026
Prague,Amsterdam,PRG,AMS,NL,70,95,7-8 flights,52,3/27/2022,4/9/2027
Palma de Mallorca,Amsterdam,PMI,AMS,NL,70,155,0-2 flights,6,3/25/2018,4/9/2027
Belfast,Amsterdam,BFS,AMS,NL,70,95,0-1 flights,4,0,4/7/2027
Lisbon,Amsterdam,LIS,AMS,NL,70,180,9-10 flights,65,6/16/2019,4/4/2027
Pisa,Amsterdam,PSA,AMS,NL,70,125,1-2 flights,9,9/16/2023,4/9/2027
Rome,Amsterdam,FCO,AMS,NL,70,155,6-7 flights,48,6/16/2019,4/9/2027
London,Amsterdam,STN,AMS,NL,70,65,1-2 flights,10,12/15/2024,4/9/2027
Olbia,Amsterdam,OLB,AMS,NL,70,145,0-1 flights,2,3/27/2018,4/9/2027
Budapest,Amsterdam,BUD,AMS,NL,70,130,5 flights,35,9/15/2022,4/4/2027
Bilbao,Amsterdam,BIO,AMS,NL,80,130,3-4 flights,27,8/2/2020,4/8/2027
Vienna,Amsterdam,VIE,AMS,NL,80,115,7-9 flights,58,12/2/2018,4/9/2027
London,Amsterdam,LHR,AMS,NL,80,85,13-18 flights,110,0,4/9/2027
Valencia,Amsterdam,VLC,AMS,NL,80,160,4-7 flights,38,8/10/2019,4/9/2027
Ljubljana,Amsterdam,LJU,AMS,NL,80,115,1-2 flights,9,3/30/2025,11/5/2026
Gerona,Amsterdam,GRO,AMS,NL,80,130,0-1 flights,3,4/5/2018,11/4/2026
Split,Amsterdam,SPU,AMS,NL,80,140,0-1 flights,1,3/26/2018,4/9/2027
Naples,Amsterdam,NAP,AMS,NL,80,160,1-3 flights,14,4/21/2019,4/9/2027
Salzburg,Amsterdam,SZG,AMS,NL,80,105,0-1 flights,2,12/15/2018,4/7/2027
Ibiza,Amsterdam,IBZ,AMS,NL,90,160,1 flight,7,3/25/2018,4/9/2027
Newcastle,Amsterdam,NCL,AMS,NL,90,80,7-10 flights,57,9/5/2024,4/9/2027
Santiago,Amsterdam,SCQ,AMS,NL,90,153,0-1 flights,3,12/17/2018,11/3/2026
Tromso,Amsterdam,TOS,AMS,NL,90,205,0-1 flights,1,12/1/2023,11/3/2026
Madrid,Amsterdam,MAD,AMS,NL,90,155,10-11 flights,76,3/27/2022,12/31/2029
Stockholm,Amsterdam,ARN,AMS,NL,90,130,8-16 flights,91,9/16/2018,4/9/2027
Paris,Amsterdam,CDG,AMS,NL,90,85,11-13 flights,85,9/1/2025,4/9/2027
Stuttgart,Amsterdam,STR,AMS,NL,90,85,4-5 flights,34,8/2/2020,4/4/2027
Aviles,Amsterdam,OVD,AMS,NL,90,135,0-1 flights,2,10/30/2022,4/5/2027
Lyon,Amsterdam,LYS,AMS,NL,100,105,4 flights,28,10/29/2023,4/4/2027
Palermo,Amsterdam,PMO,AMS,NL,100,175,0-1 flights,2,3/28/2022,4/9/2027
Brussels,Amsterdam,BRU,AMS,NL,100,55,4 flights,28,9/16/2019,4/6/2027
Riga,Amsterdam,RIX,AMS,NL,100,140,3 flights,21,3/31/2022,11/4/2026
Tirana,Amsterdam,TIA,AMS,NL,100,170,0-1 flights,3,4/4/2018,11/6/2026
Porto,Amsterdam,OPO,AMS,NL,100,160,4-5 flights,30,9/1/2020,4/3/2027
Oslo,Amsterdam,OSL,AMS,NL,100,115,6-10 flights,62,0,4/9/2027
Florence,Amsterdam,FLR,AMS,NL,100,130,5 flights,35,12/3/2020,4/3/2027
Southampton,Amsterdam,SOU,AMS,NL,100,75,2-3 flights,16,10/28/2024,4/3/2027
Innsbruck,Amsterdam,INN,AMS,NL,100,105,0-1 flights,2,12/4/2022,4/6/2027
Istanbul,Amsterdam,IST,AMS,NL,110,215,7-8 flights,54,0,4/3/2027
Thessaloniki,Amsterdam,SKG,AMS,NL,110,185,1-3 flights,9,10/28/2024,11/6/2026
Faro,Amsterdam,FAO,AMS,NL,110,185,1-2 flights,11,9/16/2023,4/6/2027
Bari,Amsterdam,BRI,AMS,NL,110,160,0-1 flights,4,0,11/6/2026
Krakow,Amsterdam,KRK,AMS,NL,110,120,4-6 flights,36,9/2/2024,4/9/2027
Villafranca,Amsterdam,VRN,AMS,NL,110,120,0-1 flights,4,12/17/2018,11/5/2026
Athens,Amsterdam,ATH,AMS,NL,120,220,6-7 flights,43,11/10/2024,4/3/2027
Menorca,Amsterdam,MAH,AMS,NL,120,150,0-1 flights,3,4/26/2018,9/27/2026
Duesseldorf,Amsterdam,DUS,AMS,NL,120,55,5 flights,35,0,4/4/2027
London,Amsterdam,LCY,AMS,NL,120,65,3-14 flights,76,0,4/9/2027
Sevilla,Amsterdam,SVQ,AMS,NL,120,185,1-3 flights,13,10/27/2025,11/6/2026
Istanbul,Amsterdam,SAW,AMS,NL,120,235,4-5 flights,31,0,10/31/2026
Poznan,Amsterdam,POZ,AMS,NL,120,105,2 flights,14,0,4/3/2027
Warsaw,Amsterdam,WAW,AMS,NL,120,135,8 flights,56,0,4/9/2027
Catania,Amsterdam,CTA,AMS,NL,120,190,0-2 flights,4,3/25/2018,4/9/2027
Malta,Amsterdam,MLA,AMS,NL,120,205,1 flight,7,4/27/2018,4/5/2027
Larnaca,Amsterdam,LCA,AMS,NL,120,280,0-2 flights,6,10/27/2024,11/5/2026
Bordeaux,Amsterdam,BOD,AMS,NL,130,110,3-4 flights,27,0,4/9/2027
Gran Canaria,Amsterdam,LPA,AMS,NL,130,280,2-5 flights,25,3/15/2022,4/9/2027
Marseille,Amsterdam,MRS,AMS,NL,130,120,3 flights,21,3/27/2018,4/3/2027
Frankfurt,Amsterdam,FRA,AMS,NL,130,70,11-12 flights,82,10/26/2025,4/9/2027
Heraklion,Amsterdam,HER,AMS,NL,130,230,0-3 flights,12,2/18/2018,11/6/2026
Skopje,Amsterdam,SKP,AMS,NL,130,170,0-1 flights,2,3/2/2025,10/26/2025
Zurich,Amsterdam,ZRH,AMS,NL,130,100,9-11 flights,75,5/21/2018,4/4/2027
Wroclaw,Amsterdam,WRO,AMS,NL,130,105,2 flights,14,5/6/2019,4/3/2027
Belfast,Amsterdam,BHD,AMS,NL,130,95,2 flights,14,8/3/2020,4/3/2027
Munich,Amsterdam,MUC,AMS,NL,130,95,10-11 flights,76,4/8/2024,4/9/2027
Nantes,Amsterdam,NTE,AMS,NL,130,95,5-6 flights,41,3/15/2018,4/3/2027
Brindisi,Amsterdam,BDS,AMS,NL,130,185,1 flight,2,6/27/2023,9/22/2026
Gothenborg,Amsterdam,GOT,AMS,NL,140,95,5 flights,35,0,4/9/2027
Genoa,Amsterdam,GOA,AMS,NL,140,120,1-2 flights,13,6/25/2019,4/9/2027
Bremen,Amsterdam,BRE,AMS,NL,140,55,2-3 flights,20,8/3/2020,4/4/2027
Leeds,Amsterdam,LBA,AMS,NL,140,75,4-6 flights,40,0,4/9/2027
Tenerife,Amsterdam,TFS,AMS,NL,140,285,1-3 flights,17,10/30/2018,4/9/2027
Ankara,Amsterdam,ESB,AMS,NL,140,240,0-1 flights,6,6/22/2018,9/15/2026
Keflavik,Amsterdam,KEF,AMS,NL,140,195,2-4 flights,23,0,4/3/2027
Gdansk,Amsterdam,GDN,AMS,NL,140,110,3-4 flights,27,0,4/4/2027
Rennes,Amsterdam,RNS,AMS,NL,140,105,1 flight,7,3/26/2023,4/3/2027
Belgrade,Amsterdam,BEG,AMS,NL,140,150,3-4 flights,22,0,4/3/2027
Toulouse,Amsterdam,TLS,AMS,NL,140,115,3 flights,21,3/25/2018,4/4/2027
Vilnius,Amsterdam,VNO,AMS,NL,150,145,2 flights,14,0,10/31/2026
Nuernberg,Amsterdam,NUE,AMS,NL,150,80,4 flights,28,0,4/9/2027
Zagreb,Amsterdam,ZAG,AMS,NL,150,125,3 flights,21,0,4/9/2027
Tallinn-ulemiste International,Amsterdam,TLL,AMS,NL,150,150,2 flights,14,0,11/6/2026
Izmir,Amsterdam,ADB,AMS,NL,150,240,1 flight,7,4/24/2018,11/6/2026
Torino,Amsterdam,TRN,AMS,NL,150,115,4 flights,28,8/3/2020,4/9/2027
