hotel_name,destination_city,area,price_per_stay,rating_score,stars,breakfast,distance,description,reviews,guest_reviews
Enda Lara Hotel,Antalya,Eski Lara,110,7.0,0,,9.8 km from center,Standard Double Room,3 reviews,Location 10
Lily Town Boutique Hotel,Antalya,Antalya,117,8.6,0,,1.1 km from center,Budget Single Room,430 reviews,Location 9.5
Özhan Hotel,Antalya,Antalya City Center,117,6.6,0,Breakfast included,250 m from center,Standard Double or Twin Room,132 reviews,
M-ODA OTEL,Antalya,Antalya City Center,117,8.7,0,,0.7 km from center,Budget Single Room,136 reviews,
SunAnatolia Otel,Antalya,Old Town Kaleici,122,8.4,0,,0.6 km from center,Small Double Room,326 reviews,Location 9.5
Mevre Hotel,Antalya,Antalya,122,6.7,3,Breakfast included,0.5 km from center,Basic Single Room,81 reviews,
Dumlupınar Royal Rooms,Antalya,Antalya,137,8.6,0,,4 km from center,Deluxe Double Room,85 reviews,
Sava Hotel,Antalya,Konyaalti Beach,139,7.9,3,Breakfast included,6.8 km from center,Single Room,460 reviews,Location 9.3
Cozy Family Apartment Residential House Low Cost Sleeping Rooms,Antalya,Antalya,140,,0,,3.8 km from center,One-Bedroom Apartment,,
Volkii Hotel,Antalya,Konyaalti Beach,140,8.0,0,Breakfast included,6.7 km from center,Standard Single Room,123 reviews,Location 9.5
Bayındır Palme Hotel,Antalya,Antalya,140,8.3,0,Breakfast included,2.8 km from center,Standard Single Room,33 reviews,
Antalya Inn Hotel,Antalya,Old Town Kaleici,170,8.1,0,,1.1 km from center,Double Room,612 reviews,Location 9.4
Ring Downtown Hotel,Antalya,Antalya City Center,193,7.4,4,Breakfast included,0.8 km from center,Double Room,156 reviews,
Hadrianus Hotel,Antalya,Old Town Kaleici,234,8.9,0,Breakfast included,1 km from center,Standard Twin Room,262 reviews,Location 9.8
İSNOVA HOTEL,Antalya,Antalya,243,8.2,4,Breakfast included,6.8 km from center,Standard Triple Room,858 reviews,
White Garden Hotel-Adult Only,Antalya,Old Town Kaleici,281,9.4,0,Breakfast included,1 km from center,Single Room,975 reviews,Location 9.8
IC Hotels Airport,Antalya,Antalya,337,8.8,4,Breakfast included,10.2 km from center,Single Room,"1,770 reviews",
"Crowne Plaza Antalya, an IHG Hotel",Antalya,Konyaalti Beach,370,7.9,5,,7.4 km from center,1 King Bed Standard Side Sea View,"2,834 reviews",
"Holiday Inn Antalya - Lara, an IHG Hotel",Antalya,Eski Lara,370,8.7,4,,9.8 km from center,Standard Room,"1,291 reviews",
Ramada Plaza Antalya,Antalya,Antalya,407,8.0,5,Breakfast included,1.7 km from center,Deluxe Room with City View,"1,546 reviews",
Perge Hotels - Adult Only 18 plus,Antalya,Antalya,561,9.2,0,,1.6 km from center,Standard Double Room,546 reviews,Location 9.6
Ersoy Ak Pansiyon,Antalya,Antalya City Center,4635,5.8,0,,350 m from center,Double or Twin Room with Shared Bathroom,130 reviews,
Thanasis Place,Athens,Athens City Centre,42,7.7,0,,1.8 km from center,Bed in 6-Bed Mixed Dormitory Room,"1,430 reviews",
Pagration Youth Hostel,Athens,Pagkrati,52,8.8,0,,1.7 km from center,Single Bed in 8-Bed Mixed Dormitory Room,571 reviews,
Bedway Athens Hostel,Athens,Neos Kosmos,54,8.4,0,,2 km from center,Bed in 8-Bed Mixed Dormitory Room,752 reviews,
Sparta Team Hotel,Athens,Athens City Centre,55,5.4,1,,1.1 km from center,Bed in 6-Bed Mixed Dormitory Room,"1,353 reviews",
Art Of Living Experience,Athens,Athens,55,10.0,0,,2 km from center,Bunk Bed in Mixed Dormitory Room,1 review,Location 10
Small Funny World Athens,Athens,Syntagma,56,6.3,0,,0.5 km from center,Single Bed in Dormitory Room,"1,179 reviews",
Dingos R&B,Athens,Athens City Centre,66,6.9,0,,1.1 km from center,Bed in 6-Bed Dormitory Room,69 reviews,
Iconic Athens Hostel,Athens,Gazi,74,8.2,0,,2.1 km from center,Single Bed in Mixed Dormitory Room,807 reviews,
Nubian Hostel,Athens,Exarcheia,94,8.8,0,Breakfast included,1 km from center,Bed in 6-Bed Mixed Dormitory Room,568 reviews,
The Historical Center Studios,Athens,Athens City Centre,94,6.4,3,,1.3 km from center,Double Room with Private Bathroom,985 reviews,
Remoundou 18,Athens,Athens,114,1.0,0,,2.7 km from center,Double Room,1 review,
Exrcheia's comfort stay,Athens,Exarcheia,117,7.6,3,,1.2 km from center,Two-Bedroom Apartment,34 reviews,
ATHENS BEAUTIFUL APARTMENT,Athens,Athens City Centre,118,4.9,0,,1.4 km from center,One-Bedroom Apartment,9 reviews,
Alma,Athens,Athens City Centre,120,4.4,2,,1.2 km from center,Single Room,486 reviews,
PURE URBAN PREMIUM METRO AGIOS NIKOLAOS,Athens,Athens,122,7.6,3,,3.1 km from center,One-Bedroom Apartment,75 reviews,
Serifou 8 Apartment,Athens,Athens,127,5.8,3,,3.8 km from center,Apartment,110 reviews,
Tempi Hotel,Athens,Monastiraki,132,8.0,1,,0.7 km from center,Budget Single Room with Shared Bathroom,"1,742 reviews",Location 9.7
Ambrosia Suites,Athens,Athens City Centre,133,7.8,0,,1.3 km from center,Economy Single Room,"1,261 reviews",
Athens Town Hall Art Loft,Athens,Athens City Centre,134,7.1,3,,1 km from center,Classic Triple Room,566 reviews,
Mosaikon,Athens,Syntagma,141,9.2,0,,0.6 km from center,Single Bed in 8-Bed Mixed Dormitory Room,"1,680 reviews",Location 9.7
Athens Delta Hotel,Athens,Metaxourgeio,142,6.4,2,,1.9 km from center,Single Room,314 reviews,
Hotel Lido,Athens,Athens City Centre,142,6.5,2,,1.3 km from center,Budget Double Room,426 reviews,
Pergamos Hotel,Athens,Athens City Centre,143,6.5,2,,1.6 km from center,Double Room,464 reviews,
Mansion Hotel,Athens,Athens City Centre,144,7.1,0,,1.3 km from center,Single Room,"1,492 reviews",
Cozy room in quiet neighbourhood,Athens,Athens,150,7.3,0,,6.1 km from center,Double Room with Balcony,108 reviews,
Victory Inn,Athens,Athens,152,8.6,2,,2.3 km from center,Small Double Room,"1,094 reviews",
SAN REMO HOSTEL,Athens,Athens City Centre,155,8.0,0,,1.9 km from center,Single Room,45 reviews,
The Victoria Square Apartments,Athens,Athens City Centre,155,7.6,3,,1.8 km from center,Apartment,300 reviews,
Achillion Hotel,Athens,Athens City Centre,156,7.5,3,,1.4 km from center,Single Room,573 reviews,
Minoa Athens Hotel,Athens,Athens City Centre,157,8.1,3,,1.5 km from center,Single Room,"1,982 reviews",
Athens Golden City Hotel,Athens,Athens City Centre,159,7.2,3,Breakfast included,1.5 km from center,Single Room,"4,710 reviews",
Ares Athens Hotel,Athens,Athens City Centre,160,7.5,2,,1.1 km from center,Standard Twin/Double Room,590 reviews,
"Homely Apt in Neapoli, Exarcheia",Athens,Athens City Centre,162,8.0,3,,1 km from center,Apartment,155 reviews,
6th floor loft in Exarcheia,Athens,Athens City Centre,162,7.3,3,,1 km from center,Apartment,42 reviews,
Semeli Hotel,Athens,Athens,163,7.4,2,,2.9 km from center,Budget Single Room,360 reviews,
Sweet home in Athens,Athens,Athens,166,4.0,0,,2.7 km from center,One-Bedroom Apartment,1 review,
Hotel Giorgio,Athens,Acharnes,167,8.3,2,Breakfast included,9.1 km from center,Double Room,184 reviews,
Nafsika Hotel Athens Centre,Athens,Athens City Centre,167,7.1,2,,1.5 km from center,Economy Double or Twin Room,414 reviews,
Nicola Hotel,Athens,Athens,167,7.9,2,Breakfast included,2.5 km from center,Single Room,244 reviews,
Modern studio apartment.,Athens,Athens,169,,3,,2.2 km from center,Studio Apartment,,
Renovated Studio with garden in heart of Athens,Athens,Ilisia,169,6.7,3,,2.3 km from center,One-Bedroom Apartment,15 reviews,
Cecil Hotel,Athens,Psiri,170,7.8,2,Breakfast included,0.8 km from center,Single Room,"1,902 reviews",Location 9.5
Central Peace,Athens,Pagkrati,171,8.3,0,,1.9 km from center,One-Bedroom Apartment,11 reviews,
Hotel Byron,Athens,Plaka,171,7.2,2,,0.7 km from center,Small Single Room,"1,740 reviews",Location 9.7
Apollo Hotel,Athens,Metaxourgeio,171,7.8,3,Breakfast included,1.7 km from center,Single Room,899 reviews,
Hellinis Hotel,Athens,Athens,172,6.3,3,,3.4 km from center,Single Room,"1,022 reviews",
Alva Athens Hotel,Athens,Athens City Centre,175,8.5,3,,1.2 km from center,Budget Double Room,295 reviews,
Snooze H,Athens,Alimos,176,8.7,3,,7 km from center,Economy Single Room,280 reviews,
Eleni's home in Athens-room rental,Athens,Pagkrati,178,8.9,0,,1.6 km from center,Deluxe Double Room,119 reviews,Location 9.3
ATHENS *BLUE GRAND SUITE *DI GIORGIO CENTRAL APARTMENT,Athens,Exarcheia,178,8.2,3,,1.3 km from center,Apartment,72 reviews,
Alimos Apartment,Athens,Alimos,183,8.9,3,,6.8 km from center,Apartment,86 reviews,
Dream Acropolis Flat,Athens,Thisseio,183,8.0,3,,1.9 km from center,One-Bedroom Apartment,85 reviews,Location 9.3
Epidavros Hotel,Athens,Athens City Centre,184,7.5,2,,1.3 km from center,Double or Twin Room,"1,307 reviews",
"Luxury Flat in Hilton, 3' from metro, VFM!",Athens,Ilisia,188,6.4,0,,1.6 km from center,One-Bedroom Apartment,8 reviews,
Urban Rooms,Athens,Athens City Centre,188,7.2,3,,0.8 km from center,Double Room with Shared Bathroom,160 reviews,
5th floor apartment with balcony,Athens,Athens City Centre,188,7.9,3,,1 km from center,Apartment with Terrace,39 reviews,
Hotel Exarchion,Athens,Exarcheia,188,7.6,3,,1.2 km from center,Single Room,"1,012 reviews",
Sunny garden studio,Athens,Glyfada,190,8.8,3,,13 km from center,Apartment,28 reviews,
Studio with sunny balcony in Exarcheia,Athens,Exarcheia,190,8.5,3,,1.2 km from center,One-Bedroom Apartment,106 reviews,
Kimon Hotel Athens,Athens,Plaka,190,8.5,1,,400 m from center,Petite Internal Room,"1,291 reviews",Location 9.7
Athens Mirabello,Athens,Athens City Centre,197,8.4,3,Breakfast included,1.2 km from center,Single Room,"2,450 reviews",
Апартаменты Пластира,Athens,Athens,199,7.7,3,,3.6 km from center,One-Bedroom Apartment,66 reviews,
IKAROS Hotel,Athens,Glyfada,199,7.6,2,,10.5 km from center,Single Room,457 reviews,
Kalamaki Guest House,Athens,Alimos,200,8.7,0,,6.8 km from center,Two-Bedroom Apartment,7 reviews,Location 9.3
Phaedra Hotel,Athens,Plaka,203,8.2,1,,0.6 km from center,Single Room,"1,258 reviews",Location 9.8
athens.apartotel.box,Athens,Athens City Centre,206,7.9,3,,0.8 km from center,Studio Apartment,116 reviews,
Alassia Hotel,Athens,Athens City Centre,209,6.7,3,Breakfast included,1.2 km from center,Single Room,273 reviews,
Art Hotel Athens,Athens,Athens City Centre,210,7.3,4,,1.5 km from center,Single,609 reviews,
Newly renovated studio downtown Athens!,Athens,Athens,211,7.9,3,,3.1 km from center,Studio with Balcony,73 reviews,
athensdot,Athens,Psiri,211,7.7,0,,1 km from center,Economy Double internal,"1,199 reviews",
Greek hospitality in a modern apartment,Athens,Athens,211,9.6,3,,2.8 km from center,One-Bedroom Apartment,10 reviews,
Athens Smart Apartments,Athens,Syntagma,211,10.0,4,,0.6 km from center,One-Bedroom Apartment,1 review,Location 10
Messolonghi Square Apartment,Athens,Pagkrati,211,8.3,3,,1.5 km from center,One-Bedroom Apartment,30 reviews,
Athenian cozy Apartment!!!,Athens,Athens City Centre,212,6.6,3,,1.4 km from center,One-Bedroom Apartment,290 reviews,
Kolonaki nest,Athens,Kolonaki,213,6.8,3,,0.7 km from center,One-Bedroom Apartment,19 reviews,
ΚΑΛΑΙΣΘΗΤΟ ΔΙΑΜΕΡΙΣΜΑ ΔΙΠΛΑ ΣΤΟ ΜΕΤΡΟ,Athens,Athens,216,9.7,3,,4.4 km from center,One-Bedroom Apartment,6 reviews,Location 10
Arethusa Hotel,Athens,Syntagma,216,8.2,3,Breakfast included,150 m from center,Single Room,"2,588 reviews",Location 9.7
Apartment Maxim,Athens,Athens,219,7.6,3,,2.9 km from center,One-Bedroom Apartment,56 reviews,
Atlantic Hotel,Athens,Kallithea,223,8.1,2,,5.7 km from center,Budget Twin Room,589 reviews,
Alimos Apartments,Athens,Alimos,225,9.0,4,,6.8 km from center,One-Bedroom Apartment,19 reviews,
Pleasant Apartment - Syntagma Square,Athens,Syntagma,225,4.8,0,,250 m from center,One-Bedroom Apartment,4 reviews,
Dorian Inn,Athens,Athens City Centre,226,8.0,3,,1.1 km from center,Single Room,"1,939 reviews",
Economy Hotel,Athens,Athens City Centre,228,8.4,2,Breakfast included,1 km from center,Single Room,"1,905 reviews",
Filoxenia MG in the center of Athens,Athens,Neos Kosmos,230,8.9,3,,2.3 km from center,Two-Bedroom Apartment,14 reviews,
Nestorion Hotel,Athens,Palaio Faliro,235,8.1,2,,5.3 km from center,Single Room,616 reviews,
DORA'S APARTMENT,Athens,Athens,235,9.1,3,,3.1 km from center,One-Bedroom Apartment,32 reviews,
Apartment in the heart of Athens next to Metro,Athens,Neos Kosmos,235,,3,,1.6 km from center,One-Bedroom Apartment,,
PAME Wild,Athens,Athens City Centre,235,9.2,0,,1.7 km from center,Double comfort,72 reviews,
Traveler's dream in Historic Acropolis Downtown,Athens,Koukaki,235,7.3,3,,1.3 km from center,Studio,12 reviews,Location 10
ATHENS HAUSE BY ATHENS 3,Athens,Koukaki,236,9.0,3,,2 km from center,One-Bedroom Apartment,15 reviews,
Athens City Hotel,Athens,Athens,237,8.0,2,Breakfast included,3.6 km from center,Single Room,508 reviews,
Athens Center Square Hotel,Athens,Psiri,238,8.3,3,Breakfast included,0.9 km from center,Partner offer option,"1,017 reviews",
Omiros Hotel,Athens,Plaka,242,7.9,3,Breakfast included,300 m from center,Single Room,"2,585 reviews",Location 9.6
Ariston Hotel,Athens,Athens,242,7.8,3,,2.1 km from center,Double Room without Balcony,814 reviews,
Athens Edition Guesthouse,Athens,Athens,244,9.0,3,,2.5 km from center,Studio Apartment,41 reviews,
Art Suites Athens,Athens,Ilisia,247,7.1,4,,2 km from center,Junior Suite,509 reviews,
The excellent home,Athens,Pagkrati,247,9.0,4,,1.5 km from center,One-Bedroom Apartment,10 reviews,
Olympion,Athens,Acharnes,251,8.1,2,,9.1 km from center,Double Room,650 reviews,
Trendy Living in Monastiraki,Athens,Psiri,251,7.8,3,,0.9 km from center,Deluxe Double Studio,278 reviews,
Όμορφο διαμέρισμα σε διατηρητέο κτίσμα στην Αθήνα,Athens,Exarcheia,253,10.0,0,,1.4 km from center,One-Bedroom Apartment,24 reviews,Location 9.5
Apartment in the centre of Athina,Athens,Ilisia,255,9.3,4,,1.9 km from center,One-Bedroom Apartment,6 reviews,
Maria's Cozy apartment in Palaio Faliro,Athens,Palaio Faliro,258,9.6,4,,6.4 km from center,One-Bedroom Apartment,23 reviews,Location 9.8
Ermou & Athinas Suites in Monastiraki,Athens,Monastiraki,258,8.4,3,,0.8 km from center,Studio,62 reviews,Location 9.7
Your stay next to Acropolis!,Athens,Koukaki,258,8.0,3,,1.1 km from center,One-Bedroom Apartment,113 reviews,Location 9.7
Athens Cutie Spot,Athens,Athens,258,,3,,3.3 km from center,One-Bedroom Apartment,,
Aegli Hotel,Athens,Chaidari,260,8.2,2,,6.9 km from center,Small Double Room,108 reviews,
Art Suites Athens,Athens,Ilisia,260,7.1,4,,2 km from center,Junior Suite,509 reviews,
Cozy Modern Studiο _ Near the Center of Athens,Athens,Athens,260,9.6,4,,2.5 km from center,Apartment with Shower,32 reviews,
Zina Hotel Apartments,Athens,Glyfada,260,8.4,3,,12.4 km from center,Standard One-Bedroom Apartment,134 reviews,
Nefeli Hotel,Athens,Plaka,260,8.0,2,Breakfast included,400 m from center,Single Room,699 reviews,Location 9.7
Penthouse - Center of Athens,Athens,Athens,260,7.2,3,,2.3 km from center,Apartment,65 reviews,
athensvintage,Athens,Psiri,260,7.9,3,,0.9 km from center,Studio,87 reviews,Location 9.5
Dunlin Hotel,Athens,Athens City Centre,261,8.4,3,,1.3 km from center,Small Double Room,438 reviews,
Charming Rooftop Nest with awesome Acropolis view Downtown Athens,Athens,Athens City Centre,261,7.9,3,,1.7 km from center,One-Bedroom Apartment,41 reviews,
Modern Antique Private rooms near to Acropolis Museum and metro station,Athens,Koukaki,261,8.7,3,,1 km from center,Double Room with Shared Bathroom,105 reviews,Location 9.5
"Flor de Mayo,Apt in Alimos near the sea",Athens,Alimos,262,10.0,4,,6.7 km from center,One-Bedroom Apartment,6 reviews,Location 10
Island in the sky! Acropolis and city views!,Athens,Koukaki,263,9.0,3,,1.8 km from center,Apartment,31 reviews,
Hotel Katerina,Athens,Athens City Centre,265,8.6,3,,1.6 km from center,Single Room,898 reviews,
Acropolis House,Athens,Plaka,265,8.1,2,Breakfast included,350 m from center,Single Room with Private External Bathroom,"1,002 reviews",Location 9.7
Two Bedroom Apartment Near Alimos Marina !,Athens,Alimos,267,9.1,4,,6.9 km from center,Two-Bedroom Apartment,52 reviews,Location 9.5
Cozy apartment near sea,Athens,Alimos,269,8.6,4,,7 km from center,Two-Bedroom Apartment,34 reviews,
Athenian Montaza Hotel,Athens,Kallithea,269,7.9,3,Breakfast included,2.5 km from center, Double Room,704 reviews,
Vintage Apartment,Athens,Syntagma,270,7.6,3,,200 m from center,One-Bedroom Apartment,37 reviews,Location 9.5
Villa Orion Hotel,Athens,Voula,270,8.3,2,,13.9 km from center,Double Room,802 reviews,
Confy Living Apartment Metaxourghio Metro Station,Athens,Athens City Centre,272,9.5,3,,1.8 km from center,One-Bedroom Apartment,25 reviews,
Koukaki near the Acropolis Stylish 2 bedroom,Athens,Athens City Centre,274,9.2,0,,2 km from center,Two-Bedroom Apartment,4 reviews,
Day in Athens,Athens,Monastiraki,277,8.6,3,,0.5 km from center,Deluxe Room,263 reviews,Location 9.8
Art Suites Korai,Athens,Athens City Centre,277,7.3,4,,1.4 km from center,Junior Suite,"1,067 reviews",
athens.apartotel.2,Athens,Psiri,277,7.5,3,,0.8 km from center,Apartment,73 reviews,
Athens Plaka House,Athens,Syntagma,277,8.8,3,,300 m from center,One-Bedroom Apartment,85 reviews,Location 9.8
Dingos R&B,Athens,Athens City Centre,277,6.9,0,,1.1 km from center,4-Bed Mixed Dormitory Room,81 reviews,
athensotel,Athens,Psiri,277,8.1,0,,0.8 km from center,Economy Double Room,754 reviews,
CUTE & WARM NEW APARTMENT KOUKAKI,Athens,Koukaki,278,9.0,3,,1.4 km from center,One-Bedroom Apartment,3 reviews,Location 10
Modern & Stylish Hideaway Downtown near Acropolis & Metro,Athens,Neos Kosmos,279,9.2,4,,1.6 km from center,One-Bedroom Apartment,10 reviews,Location 9.5
Kallithea's breeze,Athens,Kallithea,281,8.7,3,,4 km from center,One-Bedroom Apartment,30 reviews,
Tonias house in Athens,Athens,Athens,281,9.5,3,,2.1 km from center,Apartment,134 reviews,
Boutique52 Luxury Apartments,Athens,Glyfada,282,9.7,3,,12.5 km from center,Deluxe Apartment,166 reviews,Location 9.8
GK Athens,Athens,Syntagma,282,8.1,3,,200 m from center,Studio Apartment,698 reviews,Location 9.4
The Place Beyond The Pines,Athens,Ilisia,282,9.5,0,,1.6 km from center,One-Bedroom Apartment,15 reviews,Location 9.8
Athens historical center Love suite 2,Athens,Kallimarmaro,282,9.2,3,,0.9 km from center,One-Bedroom Apartment,61 reviews,Location 9.4
Lacoba Hotel,Athens,Kallithea,282,7.5,2,,4.9 km from center,Double Room,312 reviews,
Sanders Cubes Athens,Athens,Athens,284,4.0,4,,2.7 km from center,Queen Studio with Balcony,1 review,
Pines Hotel,Athens,Kifissia,284,7.8,3,Breakfast included,13.7 km from center,Double Room,267 reviews,
Zen Hotel,Athens,Alimos,284,7.6,2,,8 km from center,Double Room with Balcony,347 reviews,
Elia Modern Apartment,Athens,Kallimarmaro,285,8.6,3,,0.9 km from center,One-Bedroom Apartment,23 reviews,Location 9.9
FILOXENIA MG With Fantastic View 6th,Athens,Alimos,286,9.7,4,,7 km from center,One-Bedroom Apartment,7 reviews,Location 10
Lycabetus View Loft Downtown Kolonaki,Athens,Kolonaki,287,7.6,3,,450 m from center,One-Bedroom Apartment,7 reviews,Location 9.6
Arion Athens Hotel,Athens,Psiri,289,8.5,3,Breakfast included,0.9 km from center,Standard Double or Twin Room,528 reviews,Location 9.5
Zina Hotel Apartments,Athens,Glyfada,289,8.4,3,,12.4 km from center,Standard One-Bedroom Apartment,134 reviews,
Nicholas Point Apartments and Rooms,Athens,Athens,291,9.0,4,,4.4 km from center,Studio with Balcony,431 reviews,
Meni Hotel,Athens,Athens City Centre,292,8.4,3,,1.6 km from center,Economy Double or Twin Room,221 reviews,
Athenaeum Smart Hotel,Athens,Neos Kosmos,296,8.3,4,,2.7 km from center,Standard Double or Twin Room,840 reviews,
"Cozy, Central, Safe Double rooms in apartment, close to Acropolis",Athens,Koukaki,298,8.1,0,,1.5 km from center,Double Room with Shared Bathroom,98 reviews,
Lekka 10 Apartments,Athens,Syntagma,298,8.7,3,,250 m from center,Studio Apartment,156 reviews,Location 9.5
Boss Boutique Athens,Athens,Athens City Centre,298,8.8,4,Breakfast included,1.4 km from center,Standard Double or Twin Room,"1,357 reviews",
